Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-10-08 00:00:00-04:00,22.3835512846304,22.532724380493164,22.3835512846304,22.532724380493164,2000,0.0,0.0,0.0
2015-10-09 00:00:00-04:00,22.525275012871173,22.525275012871173,22.42085224342252,22.495439529418945,4300,0.0,0.0,0.0
2015-10-12 00:00:00-04:00,22.68936238344583,22.68936238344583,22.577482183127742,22.63715171813965,2300,0.0,0.0,0.0
2015-10-13 00:00:00-04:00,22.495439529418945,22.495439529418945,22.495439529418945,22.495439529418945,500,0.0,0.0,0.0
2015-10-14 00:00:00-04:00,22.495439529418945,22.495439529418945,22.495439529418945,22.495439529418945,0,0.0,0.0,0.0
2015-10-15 00:00:00-04:00,22.39847633442677,22.42831039428711,22.39847633442677,22.42831039428711,2500,0.0,0.0,0.0
2015-10-16 00:00:00-04:00,22.82063837760347,22.86837344168019,22.82063837760347,22.854948043823242,400,0.0,0.0,0.0
2015-10-19 00:00:00-04:00,22.89820879959523,23.129428093487913,22.89820879959523,23.12196922302246,2000,0.0,0.0,0.0
2015-10-20 00:00:00-04:00,23.390487131555606,23.390487131555606,23.11451456458133,23.144350051879883,3200,0.0,0.0,0.0
2015-10-21 00:00:00-04:00,23.162986755371094,23.162986755371094,23.162986755371094,23.162986755371094,400,0.0,0.0,0.0
2015-10-22 00:00:00-04:00,23.256222858536177,23.46730331550397,23.253985055439856,23.45611572265625,2200,0.0,0.0,0.0
2015-10-23 00:00:00-04:00,23.161495327457306,23.174175262451172,23.07721281104572,23.174175262451172,3500,0.0,0.0,0.0
2015-10-26 00:00:00-04:00,23.142853846636115,23.211474602391508,23.142853846636115,23.204015731811523,600,0.0,0.0,0.0
2015-10-27 00:00:00-04:00,23.166717231072987,23.21147044654014,23.121965438239677,23.209978103637695,3400,0.0,0.0,0.0
2015-10-28 00:00:00-04:00,23.300974146423275,23.36810254731921,23.125694274902344,23.125694274902344,3200,0.0,0.0,0.0
2015-10-29 00:00:00-04:00,23.144339443702197,23.230859756469727,23.129421706890444,23.230859756469727,3900,0.0,0.0,0.0
2015-10-30 00:00:00-04:00,23.084678649902344,23.084678649902344,23.084678649902344,23.084678649902344,200,0.0,0.0,0.0
2015-11-02 00:00:00-05:00,23.084678649902344,23.084678649902344,23.084678649902344,23.084678649902344,100,0.0,0.0,0.0
2015-11-03 00:00:00-05:00,23.56948786604463,23.56948786604463,23.360643793047547,23.383020401000977,500,0.0,0.0,0.0
2015-11-04 00:00:00-05:00,23.50982025582629,23.50982025582629,23.28605842590332,23.28605842590332,1900,0.0,0.0,0.0
2015-11-05 00:00:00-05:00,23.330805238472085,23.330805238472085,23.084668288993573,23.196548461914062,23800,0.0,0.0,0.0
2015-11-06 00:00:00-05:00,22.65953291363536,22.65953291363536,22.338809967041016,22.338809967041016,9000,0.0,0.0,0.0
2015-11-09 00:00:00-05:00,22.420854390475053,22.453673140888444,22.077754833723613,22.159799575805664,45500,0.0,0.0,0.0
2015-11-10 00:00:00-05:00,22.458149012355683,22.458149012355683,22.264222616968382,22.398479461669922,27200,0.0,0.0,0.0
2015-11-11 00:00:00-05:00,22.454416363660155,22.57002672763669,22.36864148301981,22.47604751586914,27100,0.0,0.0,0.0
2015-11-12 00:00:00-05:00,22.271681544521794,22.435772453660828,22.271681544521794,22.338809967041016,63900,0.0,0.0,0.0
2015-11-13 00:00:00-05:00,22.241842779645374,22.279137132567328,22.044933148646578,22.047916412353516,47700,0.0,0.0,0.0
2015-11-16 00:00:00-05:00,22.02553939819336,22.0926678052565,22.02553939819336,22.02553939819336,4200,0.0,0.0,0.0
2015-11-17 00:00:00-05:00,22.37609595432844,22.510352757675832,22.32388529138976,22.368637084960938,25700,0.0,0.0,0.0
2015-11-18 00:00:00-05:00,22.107582736932855,22.633420944213867,19.914726319090374,22.633420944213867,28600,0.0,0.0,0.0
2015-11-19 00:00:00-05:00,22.681899631044697,22.78632094378218,22.681899631044697,22.756486892700195,3500,0.0,0.0,0.0
2015-11-20 00:00:00-05:00,22.905666386581917,22.950419609646506,22.905666386581917,22.942960739135742,600,0.0,0.0,0.0
2015-11-23 00:00:00-05:00,23.099592658161864,23.13091906059942,23.062299728393555,23.062299728393555,2400,0.0,0.0,0.0
2015-11-24 00:00:00-05:00,23.136880307506956,23.136880307506956,22.711734771728516,22.711734771728516,2500,0.0,0.0,0.0
2015-11-25 00:00:00-05:00,22.711734771728516,22.711734771728516,22.711734771728516,22.711734771728516,0,0.0,0.0,0.0
2015-11-27 00:00:00-05:00,22.883289337158203,22.883289337158203,22.883289337158203,22.883289337158203,0,0.0,0.0,0.0
2015-11-30 00:00:00-05:00,23.121970510095114,23.121970510095114,22.9146187365693,22.935503005981445,1600,0.0,0.0,0.0
2015-12-01 00:00:00-05:00,23.107048779368576,23.315147399902344,23.107048779368576,23.315147399902344,5600,0.0,0.0,0.0
2015-12-02 00:00:00-05:00,23.204009424764394,23.28605413357557,22.838533401489258,22.838533401489258,4400,0.0,0.0,0.0
2015-12-03 00:00:00-05:00,22.652064200475003,22.652064200475003,22.3835506439209,22.3835506439209,800,0.0,0.0,0.0
2015-12-04 00:00:00-05:00,22.60731274425979,22.995165373192727,22.60731274425979,22.838533401489258,4400,0.0,0.0,0.0
2015-12-07 00:00:00-05:00,22.838533401489258,22.838533401489258,22.838533401489258,22.838533401489258,0,0.0,0.0,0.0
2015-12-08 00:00:00-05:00,22.584942334598793,22.942959564988833,22.316428700489258,22.913124084472656,4600,0.0,0.0,0.0
2015-12-09 00:00:00-05:00,22.756493302575134,22.786327362060547,22.756493302575134,22.786327362060547,600,0.0,0.0,0.0
2015-12-10 00:00:00-05:00,22.599855422973633,22.599855422973633,22.599855422973633,22.599855422973633,700,0.0,0.0,0.0
2015-12-11 00:00:00-05:00,22.510357012815707,22.510357012815707,22.47903060913086,22.47903060913086,300,0.0,0.0,0.0
2015-12-14 00:00:00-05:00,22.45068200817024,22.57747993527557,22.443223139207127,22.548391342163086,600,0.0,0.0,0.0
2015-12-15 00:00:00-05:00,22.91535777487208,22.965332053503772,22.808698654174805,22.808698654174805,4100,0.0,0.0,0.0
2015-12-16 00:00:00-05:00,23.017545499582738,23.218929290771484,23.017545499582738,23.218929290771484,1600,0.0,0.0,0.0
2015-12-17 00:00:00-05:00,23.465065600721235,23.465065600721235,23.16522701472959,23.18909454345703,2400,0.0,0.0,0.0
2015-12-18 00:00:00-05:00,23.0480756768814,23.06843715631956,22.887449264526367,22.887449264526367,1400,0.34,0.0,0.0
2015-12-21 00:00:00-05:00,22.967389827654593,22.967389827654593,22.925159454345703,22.925159454345703,500,0.0,0.0,0.0
2015-12-22 00:00:00-05:00,23.136308670043945,23.136308670043945,23.136308670043945,23.136308670043945,200,0.0,0.0,0.0
2015-12-23 00:00:00-05:00,23.1891022298248,23.362548828125,23.1891022298248,23.362548828125,4500,0.0,0.0,0.0
2015-12-24 00:00:00-05:00,23.269030769438796,23.385164260864258,23.269030769438796,23.385164260864258,300,0.0,0.0,0.0
2015-12-28 00:00:00-05:00,23.400251057215065,23.400251057215065,23.31729772683434,23.32257652282715,2100,0.0,0.0,0.0
2015-12-29 00:00:00-05:00,23.56615190296546,23.74713977697658,23.56615190296546,23.709434509277344,3500,0.0,0.0,0.0
2015-12-30 00:00:00-05:00,23.807469068313623,23.822551750738825,23.709434509277344,23.709434509277344,2000,0.0,0.0,0.0
2015-12-31 00:00:00-05:00,23.61893613063404,23.671724072438852,23.516376495361328,23.516376495361328,36800,0.0,0.0,0.0
2016-01-04 00:00:00-05:00,23.362542925809244,23.362542925809244,22.895744921797004,22.970401763916016,1900,0.0,0.0,0.0
2016-01-05 00:00:00-05:00,23.32483808818015,23.666452407836914,23.32483808818015,23.666452407836914,1500,0.0,0.0,0.0
2016-01-06 00:00:00-05:00,23.241885267451767,23.517137794608644,23.241885267451767,23.437955856323242,3700,0.0,0.0,0.0
2016-01-07 00:00:00-05:00,23.16722906849649,23.189097955386046,23.00584749974917,23.00811004638672,1500,0.0,0.0,0.0
2016-01-08 00:00:00-05:00,23.008113231562636,23.014899434050697,22.68384264366125,22.706466674804688,4000,0.0,0.0,0.0
2016-01-11 00:00:00-05:00,22.84220314025879,22.84220314025879,22.84220314025879,22.84220314025879,500,0.0,0.0,0.0
2016-01-12 00:00:00-05:00,22.65367638562299,22.7064643478504,22.593345642089844,22.593345642089844,2300,0.0,0.0,0.0
2016-01-13 00:00:00-05:00,22.804494819689427,22.84220152760239,22.35956573486328,22.35956573486328,3300,0.0,0.0,0.0
2016-01-14 00:00:00-05:00,22.493798937768375,22.493798937768375,22.246449254140135,22.434978485107422,3700,0.0,0.0,0.0
2016-01-15 00:00:00-05:00,21.979490324703114,22.095623816911264,21.979490324703114,22.057918548583984,1400,0.0,0.0,0.0
2016-01-19 00:00:00-05:00,22.253990661896545,22.253990661896545,22.137102020539615,22.208744049072266,4700,0.0,0.0,0.0
