Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-05-09 00:00:00-04:00,31.731934090371034,31.81069523328996,31.565662050131856,31.793195724487305,7438500,0.0,0.0,0.0
2014-05-12 00:00:00-04:00,31.941965058118704,32.23950678397398,31.924462210912306,32.22200393676758,5593400,0.0,0.0,0.0
2014-05-13 00:00:00-04:00,32.265762186444604,32.32702048782114,32.151998677217925,32.23950958251953,5744100,0.0,0.0,0.0
2014-05-14 00:00:00-04:00,32.18699655990288,32.24825485275985,32.02072452762346,32.09073257446289,5111600,0.0,0.0,0.0
2014-05-15 00:00:00-04:00,32.14324371678712,32.16949631918742,31.766940836857476,31.898210525512695,7288300,0.0,0.0,0.0
2014-05-16 00:00:00-04:00,31.889452687061702,32.11698633509481,31.793192046476083,32.099483489990234,5803700,0.0,0.0,0.0
2014-05-19 00:00:00-04:00,31.985718782001552,32.35327187686051,31.985718782001552,32.309513092041016,3298500,0.0,0.0,0.0
2014-05-20 00:00:00-04:00,32.34452447525013,32.370780418426605,32.020730108242404,32.1257438659668,4237100,0.0,0.0,0.0
2014-05-21 00:00:00-04:00,32.151995925992914,32.35327366162505,32.151995925992914,32.344520568847656,4161400,0.0,0.0,0.0
2014-05-22 00:00:00-04:00,32.34452249245844,32.51079788185011,32.30076704094951,32.40578079223633,3175000,0.0,0.0,0.0
2014-05-23 00:00:00-04:00,32.48453503656627,32.694565832830456,32.43202984124491,32.67706298828125,3312100,0.0,0.0,0.0
2014-05-27 00:00:00-04:00,32.75582980418818,32.96585729857526,32.7470767112314,32.95710754394531,5674500,0.0,0.0,0.0
2014-05-28 00:00:00-04:00,32.974615968323,33.00086857497961,32.843346258385125,32.86960220336914,6776900,0.0,0.0,0.0
2014-05-29 00:00:00-04:00,32.98336500309322,33.07087925391368,32.90460384651846,33.06212615966797,4664000,0.0,0.0,0.0
2014-05-30 00:00:00-04:00,33.07088102898303,33.14088909506974,32.95711416597369,33.09713363647461,6219200,0.0,0.0,0.0
2014-06-02 00:00:00-04:00,33.14963377919556,33.175886380026434,32.904597264242994,33.04461669921875,5461500,0.0,0.0,0.0
2014-06-03 00:00:00-04:00,32.99211883544922,33.07087999378604,32.88710507044259,32.99211883544922,5669300,0.0,0.0,0.0
2014-06-04 00:00:00-04:00,32.939604589661556,33.09712687910503,32.85209369033821,33.05337142944336,3499200,0.0,0.0,0.0
2014-06-05 00:00:00-04:00,33.167134397728766,33.30715382329818,32.9658533437917,33.27214813232422,5667600,0.0,0.0,0.0
2014-06-06 00:00:00-04:00,33.44718490161919,33.44718490161919,33.3334180354815,33.420928955078125,4798900,0.0,0.0,0.0
2014-06-09 00:00:00-04:00,33.4646854489384,33.57844896891512,33.40342380344591,33.525943756103516,6392000,0.0,0.0,0.0
2014-06-10 00:00:00-04:00,33.52593892460366,33.5871972229407,33.47343038103181,33.54344177246094,3594700,0.0,0.0,0.0
2014-06-11 00:00:00-04:00,33.40341808301632,33.55219061660201,33.377165481106346,33.46467971801758,4254700,0.0,0.0,0.0
2014-06-12 00:00:00-04:00,33.48217569791411,33.58719277113835,33.070870511928376,33.17588424682617,4818000,0.0,0.0,0.0
2014-06-13 00:00:00-04:00,33.377177034167666,33.429685594489534,33.22840778741429,33.36842727661133,7331700,0.0,0.0,0.0
2014-06-16 00:00:00-04:00,33.30716895873312,33.46469130137078,33.254660398411254,33.36842727661133,7064400,0.0,0.0,0.0
2014-06-17 00:00:00-04:00,33.34216460219829,33.508440007182614,33.30716224070494,33.447181701660156,7037600,0.0,0.0,0.0
2014-06-18 00:00:00-04:00,33.51718245925867,33.639699043606036,33.27214929056393,33.622196197509766,13035300,0.0,0.0,0.0
2014-06-19 00:00:00-04:00,33.67470279803705,33.67470279803705,33.42966964344239,33.560935974121094,5918700,0.0,0.0,0.0
2014-06-20 00:00:00-04:00,33.58381035050052,33.601393899376,33.41676831304302,33.48710250854492,5427200,0.176,0.0,0.0
2014-06-23 00:00:00-04:00,33.45192636548332,33.58380126953125,33.42555272616098,33.58380126953125,3767100,0.0,0.0,0.0
2014-06-24 00:00:00-04:00,33.56622281050812,33.74205492463692,33.32884995949203,33.40797424316406,8471300,0.0,0.0,0.0
2014-06-25 00:00:00-04:00,33.337635429834336,33.592591792255426,33.30247169486307,33.53984451293945,5111900,0.0,0.0,0.0
2014-06-26 00:00:00-04:00,33.56622136778711,33.58380491381608,33.31126498094464,33.50468063354492,11352300,0.0,0.0,0.0
2014-06-27 00:00:00-04:00,33.47830311235155,33.70688247680664,33.46071956835991,33.70688247680664,10883300,0.0,0.0,0.0
2014-06-30 00:00:00-04:00,33.68050780611845,33.829962894892745,33.654130814079814,33.71567153930664,4490400,0.0,0.0,0.0
2014-07-01 00:00:00-04:00,33.838758695767574,34.16404588796702,33.812381701895355,34.05854797363281,7488900,0.0,0.0,0.0
2014-07-02 00:00:00-04:00,34.120085029362244,34.13766857214439,34.04096076370149,34.09370803833008,4970000,0.0,0.0,0.0
2014-07-03 00:00:00-04:00,34.21679469684396,34.26075523735545,34.10250668192557,34.24317169189453,2193000,0.0,0.0,0.0
2014-07-07 00:00:00-04:00,34.24316467287836,34.30470539251803,34.15524696359476,34.2783317565918,10482200,0.0,0.0,0.0
2014-07-08 00:00:00-04:00,34.26075410569652,34.26075410569652,33.78600845508811,33.97063064575195,6923900,0.0,0.0,0.0
2014-07-09 00:00:00-04:00,34.02337345634278,34.15524498204097,33.95303929299642,34.137664794921875,7118100,0.0,0.0,0.0
2014-07-10 00:00:00-04:00,33.60137616116795,34.19040964580924,33.60137616116795,34.04095458984375,4421900,0.0,0.0,0.0
2014-07-11 00:00:00-04:00,34.120080987638374,34.2167854309082,34.03216328414198,34.2167854309082,3261300,0.0,0.0,0.0
2014-07-14 00:00:00-04:00,34.37504156655759,34.50691647418827,34.33987783107853,34.46295928955078,4209100,0.0,0.0,0.0
2014-07-15 00:00:00-04:00,34.54208560464519,34.586042791880324,34.20800494496504,34.40142059326172,7414500,0.0,0.0,0.0
2014-07-16 00:00:00-04:00,34.72669704514084,34.80582129913922,34.64757279114246,34.7179069519043,8064800,0.0,0.0,0.0
2014-07-17 00:00:00-04:00,34.682732153534175,34.7266893173698,34.16402957135391,34.269527435302734,5670700,0.0,0.0,0.0
2014-07-18 00:00:00-04:00,34.42778674679339,34.70911670837088,34.383829569118966,34.682743072509766,4770500,0.0,0.0,0.0
2014-07-21 00:00:00-04:00,34.66516758730317,34.735498417184445,34.498128931831495,34.6387939453125,6181600,0.0,0.0,0.0
2014-07-22 00:00:00-04:00,34.84100254816564,34.95529057530461,34.7794618093312,34.928916931152344,4789800,0.0,0.0,0.0
2014-07-23 00:00:00-04:00,35.00803917375607,35.08716345531277,34.858584060659275,34.990455627441406,5473400,0.0,0.0,0.0
2014-07-24 00:00:00-04:00,35.095937056560494,35.095937056560494,34.893731399556145,34.96406555175781,11659600,0.0,0.0,0.0
2014-07-25 00:00:00-04:00,34.85858332002059,34.9640812419485,34.75308204437422,34.92012405395508,4749500,0.0,0.0,0.0
2014-07-28 00:00:00-04:00,34.946488038685764,35.051985931459754,34.709115264656134,34.98165512084961,7762200,0.0,0.0,0.0
2014-07-29 00:00:00-04:00,35.236621751425346,35.236621751425346,34.89374763052834,34.91133117675781,7312400,0.0,0.0,0.0
2014-07-30 00:00:00-04:00,35.06958417098899,35.06958417098899,34.77946400583529,34.946502685546875,7762300,0.0,0.0,0.0
2014-07-31 00:00:00-04:00,34.726695427527794,34.76186250627059,34.23436638628034,34.28711700439453,17416500,0.0,0.0,0.0
2014-08-01 00:00:00-04:00,34.19921637338081,34.3398813910342,33.935466530776964,34.102508544921875,15507400,0.0,0.0,0.0
